order_id,seller_id,buyer_id,gross_amount,currency,order_date,status,payment_id,scenario
ORD-C03-000073,SEL-C03-023,BUY-C03-0512,1956.72,BRL,2026-03-15T14:49:00Z,paid,PAY-C03-000073,order_gateway_payout_candidate
ORD-C03-000074,SEL-C03-024,BUY-C03-0519,102.72,BRL,2026-03-16T15:02:00Z,paid,PAY-C03-000074,order_gateway_payout_candidate
ORD-C03-000075,SEL-C03-025,BUY-C03-0526,1703.51,BRL,2026-03-17T15:15:00Z,paid,PAY-C03-000075,order_gateway_payout_candidate
ORD-C03-000076,SEL-C03-026,BUY-C03-0533,1627.35,BRL,2026-03-18T15:28:00Z,paid,PAY-C03-000076,order_gateway_payout_candidate
ORD-C03-000077,SEL-C03-027,BUY-C03-0540,223.27,BRL,2026-03-19T15:41:00Z,paid,PAY-C03-000077,order_gateway_payout_candidate
ORD-C03-000078,SEL-C03-028,BUY-C03-0547,1465.57,BRL,2026-03-20T15:54:00Z,paid,PAY-C03-000078,order_gateway_payout_candidate
ORD-C03-000079,SEL-C03-029,BUY-C03-0554,1717.20,BRL,2026-03-21T16:07:00Z,paid,PAY-C03-000079,order_gateway_payout_candidate
ORD-C03-000080,SEL-C03-030,BUY-C03-0561,1205.39,BRL,2026-03-22T12:00:00Z,paid,PAY-C03-000080,order_gateway_payout_candidate
ORD-C03-000081,SEL-C03-031,BUY-C03-0568,396.47,BRL,2026-03-23T12:13:00Z,paid,PAY-C03-000081,order_gateway_payout_candidate
ORD-C03-000082,SEL-C03-032,BUY-C03-0575,292.13,BRL,2026-03-24T12:26:00Z,paid,PAY-C03-000082,order_gateway_payout_candidate
ORD-C03-000083,SEL-C03-033,BUY-C03-0582,1031.88,BRL,2026-03-25T12:39:00Z,paid,PAY-C03-000083,order_gateway_payout_candidate
ORD-C03-000084,SEL-C03-034,BUY-C03-0589,1443.52,USD,2026-03-26T12:52:00Z,paid,PAY-C03-000084,order_gateway_payout_candidate
ORD-C03-000085,SEL-C03-035,BUY-C03-0596,234.11,BRL,2026-03-27T13:05:00Z,refunded,PAY-C03-000085,order_has_refund
ORD-C03-000086,SEL-C03-036,BUY-C03-0603,1245.60,BRL,2026-03-28T13:18:00Z,paid,PAY-C03-000086,order_gateway_payout_candidate
ORD-C03-000087,SEL-C03-037,BUY-C03-0610,680.66,BRL,2026-03-29T13:31:00Z,disputed,PAY-C03-000087,order_needs_review
ORD-C03-000088,SEL-C03-038,BUY-C03-0617,1733.21,BRL,2026-03-30T13:44:00Z,paid,PAY-C03-000088,order_gateway_payout_candidate
ORD-C03-000089,SEL-C03-039,BUY-C03-0624,1013.48,BRL,2026-03-31T13:57:00Z,paid,PAY-C03-000089,order_gateway_payout_candidate
ORD-C03-000090,SEL-C03-040,BUY-C03-0631,130.03,BRL,2026-04-01T14:10:00Z,paid,PAY-C03-000090,order_gateway_payout_candidate
ORD-C03-000091,SEL-C03-041,BUY-C03-0638,590.69,BRL,2026-04-02T14:23:00Z,paid,PAY-C03-000091,order_gateway_payout_candidate
ORD-C03-000092,SEL-C03-042,BUY-C03-0645,1661.81,BRL,2026-04-03T14:36:00Z,paid,PAY-C03-000092,order_gateway_payout_candidate
ORD-C03-000093,SEL-C03-043,BUY-C03-0652,2075.05,BRL,2026-03-04T14:49:00Z,pending,PAY-C03-000093,order_not_captured_yet
ORD-C03-000094,SEL-C03-044,BUY-C03-0659,2133.94,BRL,2026-03-05T15:02:00Z,paid,PAY-C03-000094,order_gateway_payout_candidate
ORD-C03-000095,SEL-C03-045,BUY-C03-0666,1314.28,BRL,2026-03-06T15:15:00Z,paid,PAY-C03-000095,order_gateway_payout_candidate
ORD-C03-000096,SEL-C03-046,BUY-C03-0673,836.34,EUR,2026-03-07T15:28:00Z,paid,PAY-C03-000096,order_gateway_payout_candidate
ORD-C03-000097,SEL-C03-047,BUY-C03-0680,1202.35,BRL,2026-03-08T15:41:00Z,paid,PAY-C03-000097,order_gateway_payout_candidate
ORD-C03-000098,SEL-C03-048,BUY-C03-0687,715.57,BRL,2026-03-09T15:54:00Z,paid,PAY-C03-000098,order_gateway_payout_candidate
ORD-C03-000099,SEL-C03-049,BUY-C03-0694,627.23,BRL,2026-03-10T16:07:00Z,paid,PAY-C03-000099,order_gateway_payout_candidate
ORD-C03-000100,SEL-C03-050,BUY-C03-0701,1382.66,BRL,2026-03-11T12:00:00Z,paid,PAY-C03-000100,order_gateway_payout_candidate
ORD-C03-000101,SEL-C03-001,BUY-C03-0708,1836.60,BRL,2026-03-12T12:13:00Z,paid,PAY-C03-000101,order_gateway_payout_candidate
ORD-C03-000102,SEL-C03-002,BUY-C03-0715,1809.32,BRL,2026-03-13T12:26:00Z,refunded,PAY-C03-000102,order_has_refund
ORD-C03-000103,SEL-C03-003,BUY-C03-0722,1886.58,BRL,2026-03-14T12:39:00Z,paid,PAY-C03-000103,order_gateway_payout_candidate
ORD-C03-000104,SEL-C03-004,BUY-C03-0729,606.90,BRL,2026-03-15T12:52:00Z,paid,PAY-C03-000104,order_gateway_payout_candidate
ORD-C03-000105,SEL-C03-005,BUY-C03-0736,320.34,BRL,2026-03-16T13:05:00Z,paid,PAY-C03-000105,order_gateway_payout_candidate
ORD-C03-000106,SEL-C03-006,BUY-C03-0743,517.44,BRL,2026-03-17T13:18:00Z,paid,PAY-C03-000106,order_gateway_payout_candidate
ORD-C03-000107,SEL-C03-007,BUY-C03-0750,1182.18,BRL,2026-03-18T13:31:00Z,paid,PAY-C03-000107,order_gateway_payout_candidate
ORD-C03-000108,SEL-C03-008,BUY-C03-0757,1909.95,BRL,2026-03-19T13:44:00Z,paid,PAY-C03-000108,order_gateway_payout_candidate
ORD-C03-000109,SEL-C03-009,BUY-C03-0764,873.77,BRL,2026-03-20T13:57:00Z,paid,PAY-C03-000109,order_gateway_payout_candidate
ORD-C03-000110,SEL-C03-010,BUY-C03-0771,2102.68,BRL,2026-03-21T14:10:00Z,paid,PAY-C03-000110,order_gateway_payout_candidate
ORD-C03-000111,SEL-C03-011,BUY-C03-0778,404.83,BRL,2026-03-22T14:23:00Z,paid,PAY-C03-000111,order_gateway_payout_candidate
ORD-C03-000112,SEL-C03-012,BUY-C03-0785,1854.82,BRL,2026-03-23T14:36:00Z,paid,PAY-C03-000112,order_gateway_payout_candidate
ORD-C03-000113,SEL-C03-013,BUY-C03-0792,2088.94,BRL,2026-03-24T14:49:00Z,paid,PAY-C03-000113,order_gateway_payout_candidate
ORD-C03-000114,SEL-C03-014,BUY-C03-0799,464.21,BRL,2026-03-25T15:02:00Z,paid,PAY-C03-000114,order_gateway_payout_candidate
ORD-C03-000115,SEL-C03-015,BUY-C03-0806,648.25,BRL,2026-03-26T15:15:00Z,paid,PAY-C03-000115,order_gateway_payout_candidate
ORD-C03-000116,SEL-C03-016,BUY-C03-0813,925.55,BRL,2026-03-27T15:28:00Z,disputed,PAY-C03-000116,order_needs_review
ORD-C03-000117,SEL-C03-017,BUY-C03-0820,1576.00,BRL,2026-03-28T15:41:00Z,paid,PAY-C03-000117,order_gateway_payout_candidate
ORD-C03-000118,SEL-C03-018,BUY-C03-0827,1737.76,BRL,2026-03-29T15:54:00Z,paid,PAY-C03-000118,order_gateway_payout_candidate
ORD-C03-000119,SEL-C03-019,BUY-C03-0834,1418.28,BRL,2026-03-30T16:07:00Z,refunded,PAY-C03-000119,order_has_refund
ORD-C03-000120,SEL-C03-020,BUY-C03-0841,1290.98,USD,2026-03-31T12:00:00Z,paid,PAY-C03-000120,order_gateway_payout_candidate
ORD-C03-000121,SEL-C03-021,BUY-C03-0848,57.42,BRL,2026-04-01T12:13:00Z,paid,PAY-C03-000121,order_gateway_payout_candidate
ORD-C03-000122,SEL-C03-022,BUY-C03-0855,1429.93,BRL,2026-04-02T12:26:00Z,paid,PAY-C03-000122,order_gateway_payout_candidate
ORD-C03-000123,SEL-C03-023,BUY-C03-0862,1881.98,BRL,2026-04-03T12:39:00Z,paid,PAY-C03-000123,order_gateway_payout_candidate
ORD-C03-000124,SEL-C03-024,BUY-C03-0869,433.50,BRL,2026-03-04T12:52:00Z,pending,PAY-C03-000124,order_not_captured_yet
ORD-C03-000125,SEL-C03-025,BUY-C03-0876,850.65,BRL,2026-03-05T13:05:00Z,paid,PAY-C03-000125,order_gateway_payout_candidate
ORD-C03-000126,SEL-C03-026,BUY-C03-0883,1636.67,BRL,2026-03-06T13:18:00Z,paid,PAY-C03-000126,order_gateway_payout_candidate
ORD-C03-000127,SEL-C03-027,BUY-C03-0890,739.36,BRL,2026-03-07T13:31:00Z,paid,PAY-C03-000127,order_gateway_payout_candidate
ORD-C03-000128,SEL-C03-028,BUY-C03-0897,1255.11,BRL,2026-03-08T13:44:00Z,paid,PAY-C03-000128,order_gateway_payout_candidate
ORD-C03-000129,SEL-C03-029,BUY-C03-0004,1289.44,BRL,2026-03-09T13:57:00Z,paid,PAY-C03-000129,order_gateway_payout_candidate
ORD-C03-000130,SEL-C03-030,BUY-C03-0011,395.34,BRL,2026-03-10T14:10:00Z,paid,PAY-C03-000130,order_gateway_payout_candidate
ORD-C03-000131,SEL-C03-031,BUY-C03-0018,514.42,BRL,2026-03-11T14:23:00Z,paid,PAY-C03-000131,order_gateway_payout_candidate
ORD-C03-000132,SEL-C03-032,BUY-C03-0025,745.61,EUR,2026-03-12T14:36:00Z,paid,PAY-C03-000132,order_gateway_payout_candidate
ORD-C03-000133,SEL-C03-033,BUY-C03-0032,703.59,BRL,2026-03-13T14:49:00Z,paid,PAY-C03-000133,order_gateway_payout_candidate
ORD-C03-000134,SEL-C03-034,BUY-C03-0039,74.79,BRL,2026-03-14T15:02:00Z,paid,PAY-C03-000134,order_gateway_payout_candidate
ORD-C03-000135,SEL-C03-035,BUY-C03-0046,1610.96,BRL,2026-03-15T15:15:00Z,paid,PAY-C03-000135,order_gateway_payout_candidate
ORD-C03-000136,SEL-C03-036,BUY-C03-0053,50.08,BRL,2026-03-16T15:28:00Z,refunded,PAY-C03-000136,order_has_refund
ORD-C03-000137,SEL-C03-037,BUY-C03-0060,985.73,BRL,2026-03-17T15:41:00Z,paid,PAY-C03-000137,order_gateway_payout_candidate
ORD-C03-000138,SEL-C03-038,BUY-C03-0067,98.01,BRL,2026-03-18T15:54:00Z,paid,PAY-C03-000138,order_gateway_payout_candidate
ORD-C03-000139,SEL-C03-039,BUY-C03-0074,991.54,BRL,2026-03-19T16:07:00Z,paid,PAY-C03-000139,order_gateway_payout_candidate
ORD-C03-000140,SEL-C03-040,BUY-C03-0081,1942.20,BRL,2026-03-20T12:00:00Z,paid,PAY-C03-000140,order_gateway_payout_candidate
ORD-C03-000141,SEL-C03-041,BUY-C03-0088,1681.19,BRL,2026-03-21T12:13:00Z,paid,PAY-C03-000141,order_gateway_payout_candidate
ORD-C03-000142,SEL-C03-042,BUY-C03-0095,1159.10,BRL,2026-03-22T12:26:00Z,paid,PAY-C03-000142,order_gateway_payout_candidate
ORD-C03-000143,SEL-C03-043,BUY-C03-0102,917.02,BRL,2026-03-23T12:39:00Z,paid,PAY-C03-000143,order_gateway_payout_candidate
ORD-C03-000144,SEL-C03-044,BUY-C03-0109,399.09,BRL,2026-03-24T12:52:00Z,paid,PAY-C03-000144,order_gateway_payout_candidate
ORD-C03-000145,SEL-C03-045,BUY-C03-0116,961.28,BRL,2026-03-25T13:05:00Z,disputed,PAY-C03-000145,order_needs_review
ORD-C03-000146,SEL-C03-046,BUY-C03-0123,1321.64,BRL,2026-03-26T13:18:00Z,paid,PAY-C03-000146,order_gateway_payout_candidate
ORD-C03-000147,SEL-C03-047,BUY-C03-0130,385.36,BRL,2026-03-27T13:31:00Z,paid,PAY-C03-000147,order_gateway_payout_candidate
ORD-C03-000148,SEL-C03-048,BUY-C03-0137,2020.75,BRL,2026-03-28T13:44:00Z,paid,PAY-C03-000148,order_gateway_payout_candidate
ORD-C03-000149,SEL-C03-049,BUY-C03-0144,1781.46,BRL,2026-03-29T13:57:00Z,paid,PAY-C03-000149,order_gateway_payout_candidate
ORD-C03-000150,SEL-C03-050,BUY-C03-0151,809.67,BRL,2026-03-30T14:10:00Z,paid,PAY-C03-000150,order_gateway_payout_candidate
ORD-C03-000151,SEL-C03-001,BUY-C03-0158,893.58,BRL,2026-03-31T14:23:00Z,paid,PAY-C03-000151,order_gateway_payout_candidate
ORD-C03-000152,SEL-C03-002,BUY-C03-0165,627.25,BRL,2026-04-01T14:36:00Z,paid,PAY-C03-000152,order_gateway_payout_candidate
ORD-C03-000153,SEL-C03-003,BUY-C03-0172,409.11,BRL,2026-04-02T14:49:00Z,refunded,PAY-C03-000153,order_has_refund
ORD-C03-000154,SEL-C03-004,BUY-C03-0179,1868.79,BRL,2026-04-03T15:02:00Z,paid,PAY-C03-000154,order_gateway_payout_candidate
ORD-C03-000155,SEL-C03-005,BUY-C03-0186,1960.49,BRL,2026-03-04T15:15:00Z,pending,PAY-C03-000155,order_not_captured_yet
ORD-C03-000156,SEL-C03-006,BUY-C03-0193,1636.43,USD,2026-03-05T15:28:00Z,paid,PAY-C03-000156,order_gateway_payout_candidate
ORD-C03-000157,SEL-C03-007,BUY-C03-0200,818.42,BRL,2026-03-06T15:41:00Z,paid,PAY-C03-000157,order_gateway_payout_candidate
ORD-C03-000158,SEL-C03-008,BUY-C03-0207,384.83,BRL,2026-03-07T15:54:00Z,paid,PAY-C03-000158,order_gateway_payout_candidate
ORD-C03-000159,SEL-C03-009,BUY-C03-0214,1360.26,BRL,2026-03-08T16:07:00Z,paid,PAY-C03-000159,order_gateway_payout_candidate
ORD-C03-000160,SEL-C03-010,BUY-C03-0221,1115.26,BRL,2026-03-09T12:00:00Z,paid,PAY-C03-000160,order_gateway_payout_candidate
ORD-C03-000161,SEL-C03-011,BUY-C03-0228,776.39,BRL,2026-03-10T12:13:00Z,paid,PAY-C03-000161,order_gateway_payout_candidate
ORD-C03-000162,SEL-C03-012,BUY-C03-0235,1016.60,BRL,2026-03-11T12:26:00Z,paid,PAY-C03-000162,order_gateway_payout_candidate
ORD-C03-000163,SEL-C03-013,BUY-C03-0242,733.16,BRL,2026-03-12T12:39:00Z,paid,PAY-C03-000163,order_gateway_payout_candidate
ORD-C03-000164,SEL-C03-014,BUY-C03-0249,1470.12,BRL,2026-03-13T12:52:00Z,paid,PAY-C03-000164,order_gateway_payout_candidate
ORD-C03-000165,SEL-C03-015,BUY-C03-0256,1582.74,BRL,2026-03-14T13:05:00Z,paid,PAY-C03-000165,order_gateway_payout_candidate
ORD-C03-000166,SEL-C03-016,BUY-C03-0263,177.50,BRL,2026-03-15T13:18:00Z,paid,PAY-C03-000166,order_gateway_payout_candidate
ORD-C03-000167,SEL-C03-017,BUY-C03-0270,1528.64,BRL,2026-03-16T13:31:00Z,paid,PAY-C03-000167,order_gateway_payout_candidate
ORD-C03-000168,SEL-C03-018,BUY-C03-0277,1455.00,EUR,2026-03-17T13:44:00Z,paid,PAY-C03-000168,order_gateway_payout_candidate
ORD-C03-000169,SEL-C03-019,BUY-C03-0284,1060.83,BRL,2026-03-18T13:57:00Z,paid,PAY-C03-000169,order_gateway_payout_candidate
ORD-C03-000170,SEL-C03-020,BUY-C03-0291,2172.19,BRL,2026-03-19T14:10:00Z,refunded,PAY-C03-000170,order_has_refund
ORD-C03-000171,SEL-C03-021,BUY-C03-0298,1896.78,BRL,2026-03-20T14:23:00Z,paid,PAY-C03-000171,order_gateway_payout_candidate
ORD-C03-000172,SEL-C03-022,BUY-C03-0305,335.05,BRL,2026-03-21T14:36:00Z,paid,PAY-C03-000172,order_gateway_payout_candidate
ORD-C03-000173,SEL-C03-023,BUY-C03-0312,1271.71,BRL,2026-03-22T14:49:00Z,paid,PAY-C03-000173,order_gateway_payout_candidate
ORD-C03-000174,SEL-C03-024,BUY-C03-0319,134.99,BRL,2026-03-23T15:02:00Z,disputed,PAY-C03-000174,order_needs_review
ORD-C03-000175,SEL-C03-025,BUY-C03-0326,1003.76,BRL,2026-03-24T15:15:00Z,paid,PAY-C03-000175,order_gateway_payout_candidate
ORD-C03-000176,SEL-C03-026,BUY-C03-0333,1166.34,BRL,2026-03-25T15:28:00Z,paid,PAY-C03-000176,order_gateway_payout_candidate
ORD-C03-000177,SEL-C03-027,BUY-C03-0340,1568.45,BRL,2026-03-26T15:41:00Z,paid,PAY-C03-000177,order_gateway_payout_candidate
ORD-C03-000178,SEL-C03-028,BUY-C03-0347,639.78,BRL,2026-03-27T15:54:00Z,paid,PAY-C03-000178,order_gateway_payout_candidate
