fee_id,order_id,fee_amount,fee_type,charged_at,settlement_id,scenario
FEE-C01-000198,ORD-C01-000198,4.02,interchange,2026-01-30T10:30:00Z,SET-C01-0002,fee_matches_settlement
FEE-C01-000199,ORD-C01-000199,53.60,interchange,2026-01-31T10:35:00Z,SET-C01-0002,fee_matches_settlement
FEE-C01-000200,ORD-C01-000200,16.51,scheme,2026-02-01T10:40:00Z,SET-C01-0002,fee_matches_settlement
FEE-C01-000201,ORD-C01-000201,31.32,interchange,2026-02-02T10:45:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000202,ORD-C01-000202,15.07,interchange,2026-02-03T10:50:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000203,ORD-C01-000203,17.87,interchange,2026-02-04T10:55:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000204,ORD-C01-000204,2.60,interchange,2026-02-05T11:00:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000205,ORD-C01-000205,7.25,scheme,2026-02-06T11:05:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000206,ORD-C01-000206,14.47,interchange,2026-02-07T11:10:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000207,ORD-C01-000207,36.96,interchange,2026-02-08T11:15:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000208,ORD-C01-000208,47.61,interchange,2026-02-09T11:20:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000209,ORD-C01-000209,39.48,interchange,2026-02-10T11:25:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000210,ORD-C01-000210,23.99,scheme,2026-01-07T11:30:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000211,ORD-C01-000211,1.67,interchange,2026-01-08T11:35:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000212,ORD-C01-000212,37.81,interchange,2026-01-09T11:40:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000213,ORD-C01-000213,11.49,interchange,2026-01-10T11:45:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000214,ORD-C01-000214,51.13,interchange,2026-01-11T11:50:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000215,ORD-C01-000215,12.62,scheme,2026-01-12T11:55:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000216,ORD-C01-000216,36.87,interchange,2026-01-13T10:00:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000217,ORD-C01-000217,47.75,interchange,2026-01-14T10:05:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000218,ORD-C01-000218,14.50,interchange,2026-01-15T10:10:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000219,ORD-C01-000219,36.38,interchange,2026-01-16T10:15:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000220,ORD-C01-000220,16.46,scheme,2026-01-17T10:20:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000221,ORD-C01-000221,7.03,interchange,2026-01-18T10:25:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000222,ORD-C01-000222,25.38,interchange,2026-01-19T10:30:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000223,ORD-C01-000223,10.58,interchange,2026-01-20T10:35:00Z,SET-C01-0003,fee_matches_settlement
FEE-C01-000224,ORD-C01-000224,44.95,interchange,2026-01-21T10:40:00Z,SET-C01-0003,fee_matches_settlement
