chargeback_id,order_id,amount,currency,occurred_at,reason_code,authorization_code,scenario
CBK-C01-000099,ORD-C01-000198,-59.67,BRL,2026-02-06T10:21:00Z,RC-04,AUTH-C01-000198,chargeback_links_to_original_order
CBK-C01-000100,ORD-C01-000199,-914.54,BRL,2026-02-07T10:28:00Z,RC-05,AUTH-C01-000199,chargeback_links_to_original_order
CBK-C01-000101,ORD-C01-000200,-281.26,BRL,2026-02-08T10:35:00Z,RC-06,AUTH-C01-000200,chargeback_links_to_original_order
CBK-C01-000102,ORD-C01-000201,-536.59,BRL,2026-02-09T10:42:00Z,RC-07,AUTH-C01-000201,chargeback_links_to_original_order
CBK-C01-000103,ORD-C01-000202,-256.49,BRL,2026-02-10T10:49:00Z,RC-08,AUTH-C01-000202,chargeback_links_to_original_order
CBK-C01-000104,ORD-C01-000203,-296.11,BRL,2026-02-11T10:56:00Z,RC-01,AUTH-C01-000203,chargeback_links_to_original_order
CBK-C01-000105,ORD-C01-000204,-32.86,EUR,2026-02-12T11:03:00Z,RC-02,AUTH-C01-000204,chargeback_links_to_original_order
CBK-C01-000106,ORD-C01-000205,-119.05,BRL,2026-02-13T11:10:00Z,RC-03,AUTH-C01-000205,chargeback_links_to_original_order
CBK-C01-000107,ORD-C01-000206,-243.51,BRL,2026-02-14T11:17:00Z,RC-04,AUTH-C01-000206,chargeback_links_to_original_order
CBK-C01-000108,ORD-C01-000207,-631.46,BRL,2026-02-15T11:24:00Z,RC-05,AUTH-C01-000207,chargeback_links_to_original_order
CBK-C01-000109,ORD-C01-000208,-814.97,BRL,2026-02-16T11:31:00Z,RC-06,AUTH-C01-000208,chargeback_links_to_original_order
CBK-C01-000110,ORD-C01-000209,-674.91,BRL,2026-02-17T11:38:00Z,RC-07,AUTH-C01-000209,chargeback_links_to_original_order
CBK-C01-000111,ORD-C01-000131,-928.75,BRL,2026-02-09T11:45:00Z,RC-08,AUTH-C01-000131,duplicate_chargeback_candidate
CBK-C01-000112,ORD-C01-000211,-20.33,BRL,2026-01-15T11:52:00Z,RC-01,AUTH-C01-000211,chargeback_links_to_original_order
CBK-C01-000113,ORD-C01-000212,-643.50,BRL,2026-01-16T11:59:00Z,RC-02,AUTH-C01-000212,chargeback_links_to_original_order
CBK-C01-000114,ORD-C01-000213,-189.79,BRL,2026-01-17T12:06:00Z,RC-03,AUTH-C01-000213,chargeback_links_to_original_order
CBK-C01-000115,ORD-C01-000214,-873.24,BRL,2026-01-18T12:13:00Z,RC-04,AUTH-C01-000214,chargeback_links_to_original_order
CBK-C01-000116,ORD-C01-000215,-215.47,BRL,2026-01-19T12:20:00Z,RC-05,AUTH-C01-000215,chargeback_links_to_original_order
CBK-C01-000117,ORD-C01-000216,-633.61,BRL,2026-01-20T12:27:00Z,RC-06,AUTH-C01-000216,chargeback_links_to_original_order
CBK-C01-000118,ORD-C01-000217,-812.40,BRL,2026-01-21T12:34:00Z,RC-07,AUTH-C01-000217,chargeback_links_to_original_order
CBK-C01-000119,ORD-C01-000218,-239.20,BRL,2026-01-22T12:41:00Z,RC-08,AUTH-C01-000218,chargeback_links_to_original_order
CBK-C01-000120,ORD-C01-000219,-616.39,BRL,2026-01-23T10:00:00Z,RC-01,AUTH-C01-000219,chargeback_links_to_original_order
CBK-C01-000121,ORD-C01-000220,-279.06,BRL,2026-01-24T10:07:00Z,RC-02,AUTH-C01-000220,chargeback_links_to_original_order
CBK-C01-000122,ORD-C01-000221,-116.55,BRL,2026-01-25T10:14:00Z,RC-03,AUTH-C01-000221,chargeback_links_to_original_order
CBK-C01-000123,ORD-C01-000222,-432.98,BRL,2026-01-26T10:21:00Z,RC-04,AUTH-C01-000222,chargeback_links_to_original_order
CBK-C01-000124,ORD-C01-000223,-177.85,BRL,2026-01-27T10:28:00Z,RC-05,AUTH-C01-000223,chargeback_links_to_original_order
CBK-C01-000125,ORD-C01-000224,-761.66,BRL,2026-01-28T10:35:00Z,RC-06,AUTH-C01-000224,chargeback_links_to_original_order
CBK-C01-000126,ORD-C01-000225,-105.93,BRL,2026-01-29T10:42:00Z,RC-07,AUTH-C01-000225,chargeback_links_to_original_order
CBK-C01-000127,ORD-C01-000226,-165.63,BRL,2026-01-30T10:49:00Z,RC-08,AUTH-C01-000226,chargeback_links_to_original_order
CBK-C01-000128,ORD-C01-000227,-262.84,BRL,2026-01-31T10:56:00Z,RC-01,AUTH-C01-000227,chargeback_links_to_original_order
CBK-C01-000129,ORD-C01-000228,-378.07,USD,2026-02-01T11:03:00Z,RC-02,AUTH-C01-000228,chargeback_links_to_original_order
CBK-C01-000130,ORD-C01-000229,-315.77,BRL,2026-02-02T11:10:00Z,RC-03,AUTH-C01-000229,chargeback_links_to_original_order
CBK-C01-000131,ORD-C01-000230,-121.61,BRL,2026-02-03T11:17:00Z,RC-04,AUTH-C01-000230,chargeback_links_to_original_order
CBK-C01-000132,ORD-C01-000231,-428.93,BRL,2026-02-04T11:24:00Z,RC-05,AUTH-C01-000231,chargeback_links_to_original_order
CBK-C01-000133,ORD-C01-000232,-432.70,BRL,2026-02-05T11:31:00Z,RC-06,AUTH-C01-000232,chargeback_links_to_original_order
CBK-C01-000134,ORD-C01-000233,-528.12,BRL,2026-02-06T11:38:00Z,RC-07,AUTH-C01-000233,chargeback_links_to_original_order
CBK-C01-000135,ORD-C01-000234,-764.93,BRL,2026-02-07T11:45:00Z,RC-08,AUTH-C01-000234,chargeback_links_to_original_order
CBK-C01-000136,ORD-C01-000235,-332.23,BRL,2026-02-08T11:52:00Z,RC-01,AUTH-C01-000235,chargeback_links_to_original_order
CBK-C01-000137,ORD-C01-000236,-538.26,BRL,2026-02-09T11:59:00Z,RC-02,AUTH-C01-000236,chargeback_links_to_original_order
CBK-C01-000138,ORD-C01-000237,-721.27,BRL,2026-02-10T12:06:00Z,RC-03,AUTH-C01-000237,chargeback_links_to_original_order
CBK-C01-000139,ORD-C01-000238,-148.81,BRL,2026-02-11T12:13:00Z,RC-04,AUTH-C01-000238,chargeback_links_to_original_order
CBK-C01-000140,ORD-C01-000239,-473.33,BRL,2026-02-12T12:20:00Z,RC-05,AUTH-C01-000239,chargeback_links_to_original_order
CBK-C01-000141,ORD-C01-000240,-799.28,EUR,2026-02-13T12:27:00Z,RC-06,AUTH-C01-000240,chargeback_links_to_original_order
CBK-C01-000142,ORD-C01-000241,-420.63,BRL,2026-02-14T12:34:00Z,RC-07,AUTH-C01-000241,chargeback_links_to_original_order
CBK-C01-000143,ORD-C01-000242,-57.29,BRL,2026-02-15T12:41:00Z,RC-08,AUTH-C01-000242,chargeback_links_to_original_order
CBK-C01-000144,ORD-C01-000243,-637.55,BRL,2026-02-16T10:00:00Z,RC-01,AUTH-C01-000243,chargeback_links_to_original_order
CBK-C01-000145,ORD-C01-000244,-916.29,BRL,2026-02-17T10:07:00Z,RC-02,AUTH-C01-000244,chargeback_links_to_original_order
CBK-C01-000146,ORD-C01-000245,-346.04,BRL,2026-01-14T10:14:00Z,RC-03,AUTH-C01-000245,chargeback_links_to_original_order
CBK-C01-000147,ORD-C01-000246,-22.97,BRL,2026-01-15T10:21:00Z,RC-04,AUTH-C01-000246,chargeback_links_to_original_order
CBK-C01-000148,ORD-C01-000247,-364.66,BRL,2026-01-16T10:28:00Z,RC-05,AUTH-C01-000247,chargeback_links_to_original_order
CBK-C01-000149,ORD-C01-000248,-153.51,BRL,2026-01-17T10:35:00Z,RC-06,AUTH-C01-000248,chargeback_links_to_original_order
CBK-C01-000150,ORD-C01-000249,-457.60,BRL,2026-01-18T10:42:00Z,RC-07,AUTH-C01-000249,chargeback_links_to_original_order
CBK-C01-000151,ORD-C01-000250,-33.17,BRL,2026-01-19T10:49:00Z,RC-08,AUTH-C01-000250,chargeback_links_to_original_order
CBK-C01-000152,ORD-C01-000251,-220.10,BRL,2026-01-20T10:56:00Z,RC-01,AUTH-C01-000251,chargeback_links_to_original_order
CBK-C01-000153,ORD-C01-000252,-638.62,BRL,2026-01-21T11:03:00Z,RC-02,AUTH-C01-000252,chargeback_links_to_original_order
CBK-C01-000154,ORD-C01-000253,-698.05,BRL,2026-01-22T11:10:00Z,RC-03,AUTH-C01-000253,chargeback_links_to_original_order
CBK-C01-000155,ORD-C01-000254,-519.99,BRL,2026-01-23T11:17:00Z,RC-04,AUTH-C01-000254,chargeback_links_to_original_order
CBK-C01-000156,ORD-C01-000255,-610.33,BRL,2026-01-24T11:24:00Z,RC-05,AUTH-C01-000255,chargeback_links_to_original_order
CBK-C01-000157,ORD-C01-000256,-105.59,BRL,2026-01-25T11:31:00Z,RC-06,AUTH-C01-000256,chargeback_links_to_original_order
CBK-C01-000158,ORD-C01-000257,-128.51,BRL,2026-01-26T11:38:00Z,RC-07,AUTH-C01-000257,chargeback_links_to_original_order
CBK-C01-000159,ORD-C01-000258,-924.29,BRL,2026-01-27T11:45:00Z,RC-08,AUTH-C01-000258,chargeback_links_to_original_order
CBK-C01-000160,ORD-C01-000259,-31.62,BRL,2026-01-28T11:52:00Z,RC-01,AUTH-C01-000259,chargeback_links_to_original_order
CBK-C01-000161,ORD-C01-000260,-278.67,BRL,2026-01-29T11:59:00Z,RC-02,AUTH-C01-000260,chargeback_links_to_original_order
CBK-C01-000162,ORD-C01-000261,-915.43,BRL,2026-01-30T12:06:00Z,RC-03,AUTH-C01-000261,chargeback_links_to_original_order
CBK-C01-000163,ORD-C01-000262,-260.02,BRL,2026-01-31T12:13:00Z,RC-04,AUTH-C01-000262,chargeback_links_to_original_order
CBK-C01-000164,ORD-C01-000263,-346.83,BRL,2026-02-01T12:20:00Z,RC-05,AUTH-C01-000263,chargeback_links_to_original_order
CBK-C01-000165,ORD-C01-000264,-467.78,USD,2026-02-02T12:27:00Z,RC-06,AUTH-C01-000264,chargeback_links_to_original_order
CBK-C01-000166,ORD-C01-000265,-601.18,BRL,2026-02-03T12:34:00Z,RC-07,AUTH-C01-000265,chargeback_links_to_original_order
CBK-C01-000167,ORD-C01-000266,-213.56,BRL,2026-02-04T12:41:00Z,RC-08,AUTH-C01-000266,chargeback_links_to_original_order
CBK-C01-000168,ORD-C01-000267,-62.51,BRL,2026-02-05T10:00:00Z,RC-01,AUTH-C01-000267,chargeback_links_to_original_order
CBK-C01-000169,ORD-C01-000268,-493.45,BRL,2026-02-06T10:07:00Z,RC-02,AUTH-C01-000268,chargeback_links_to_original_order
CBK-C01-000170,ORD-C01-000269,-905.61,BRL,2026-02-07T10:14:00Z,RC-03,AUTH-C01-000269,chargeback_links_to_original_order
CBK-C01-000171,ORD-C01-000270,-145.02,BRL,2026-02-08T10:21:00Z,RC-04,AUTH-C01-000270,chargeback_links_to_original_order
CBK-C01-000172,ORD-C01-000271,-139.63,BRL,2026-02-09T10:28:00Z,RC-05,AUTH-C01-000271,chargeback_links_to_original_order
CBK-C01-000173,ORD-C01-000272,-546.19,BRL,2026-02-10T10:35:00Z,RC-06,AUTH-C01-000272,chargeback_links_to_original_order
CBK-C01-000174,ORD-C01-000273,-175.15,BRL,2026-02-11T10:42:00Z,RC-07,AUTH-C01-000273,chargeback_links_to_original_order
CBK-C01-000175,ORD-C01-000274,-581.79,BRL,2026-02-12T10:49:00Z,RC-08,AUTH-C01-000274,chargeback_links_to_original_order
CBK-C01-000176,ORD-C01-000275,-611.22,BRL,2026-02-13T10:56:00Z,RC-01,AUTH-C01-000275,chargeback_links_to_original_order
CBK-C01-000177,ORD-C01-000276,-527.38,EUR,2026-02-14T11:03:00Z,RC-02,AUTH-C01-000276,chargeback_links_to_original_order
CBK-C01-000178,ORD-C01-000277,-869.44,BRL,2026-02-15T11:10:00Z,RC-03,AUTH-C01-000277,chargeback_links_to_original_order
CBK-C01-000179,ORD-C01-000278,-253.37,BRL,2026-02-16T11:17:00Z,RC-04,AUTH-C01-000278,chargeback_links_to_original_order
CBK-C01-000180,ORD-C01-000279,-710.93,BRL,2026-02-17T11:24:00Z,RC-05,AUTH-C01-000279,chargeback_links_to_original_order
CBK-C01-000181,ORD-C01-000280,-521.81,BRL,2026-01-14T11:31:00Z,RC-06,AUTH-C01-000280,chargeback_links_to_original_order
CBK-C01-000182,ORD-C01-000281,-750.71,BRL,2026-01-15T11:38:00Z,RC-07,AUTH-C01-000281,chargeback_links_to_original_order
CBK-C01-000183,ORD-C01-000282,-716.33,BRL,2026-01-16T11:45:00Z,RC-08,AUTH-C01-000282,chargeback_links_to_original_order
CBK-C01-000184,ORD-C01-000283,-762.65,BRL,2026-01-17T11:52:00Z,RC-01,AUTH-C01-000283,chargeback_links_to_original_order
CBK-C01-000185,ORD-C01-000284,-147.55,BRL,2026-01-18T11:59:00Z,RC-02,AUTH-C01-000284,chargeback_links_to_original_order
CBK-C01-000186,ORD-C01-000285,-230.22,BRL,2026-01-19T12:06:00Z,RC-03,AUTH-C01-000285,chargeback_links_to_original_order
CBK-C01-000187,ORD-C01-000286,-668.49,BRL,2026-01-20T12:13:00Z,RC-04,AUTH-C01-000286,chargeback_links_to_original_order
CBK-C01-000188,ORD-C01-000287,-376.28,BRL,2026-01-21T12:20:00Z,RC-05,AUTH-C01-000287,chargeback_links_to_original_order
CBK-C01-000189,ORD-C01-000288,-452.48,BRL,2026-01-22T12:27:00Z,RC-06,AUTH-C01-000288,chargeback_links_to_original_order
CBK-C01-000190,ORD-C01-000289,-333.51,BRL,2026-01-23T12:34:00Z,RC-07,AUTH-C01-000289,chargeback_links_to_original_order
